1 Fiat 500 2001 Amarelo 55€
2 Fiat 500 2002 Azul 60€
3 Fiat 500 2003 Vermelho 65€
4 Fiat 500 2004 Verde 70€
5 Fiat 500 2005 Preto 75€
6 Fiat 500 2006 Branco 80€
7 Fiat 500 2007 Cinzento 85€
8 Fiat 500 2008 Castanho 90€
9 Fiat 500 2009 Laranja 95€
10 Fiat 500 2010 Roxo 100€
11 Fiat 500 2011 Rosa 105€
12 Fiat 500 2012 Amarelo 110€
13 Fiat 500 2013 Azul 115€
14 Fiat 500 2014 Vermelho 120€
15 Fiat 500 2015 Verde 125€
16 Fiat 500 2016 Preto 130€
17 Fiat 500 2017 Branco 135€
18 Fiat 500 2018 Cinzento 140€
19 Fiat 500 2019 Castanho 145€
20 Fiat 500 2020 Laranja 150€
21 Fiat 500 2021 Roxo 155€
22 Fiat 500 2022 Rosa 160€
23 Fiat 500 2023 Amarelo 165€
24 Fiat 500 2024 Azul 170€
25 Fiat 500 2025 Vermelho 175€
26 Fiat 500 2026 Verde 180€
27 Fiat 500 2027 Preto 185€
28 Fiat 500 2028 Branco 190€
29 Fiat 500 2029 Cinzento 195€
30 Fiat 500 2030 Castanho 200€
31 Fiat 500 2031 Laranja 205€
32 Fiat 500 2032 Roxo 210€
33 Fiat 500 2033 Rosa 215€
34 Fiat 500 2034 Amarelo 220€
35 Fiat 500 2035 Azul 225€
36 Fiat 500 2036 Vermelho 230€
37 Fiat 500 2037 Verde 235€
38 Fiat 500 2038 Preto 240€
39 Fiat 500 2039 Branco 245€
40 Fiat 500 2040 Cinzento 250€
41 Fiat 500 2041 Castanho 255€
42 Fiat 500 2042 Laranja 260€
43 Fiat 500 2043 Roxo 265€
44 Fiat 500 2044 Rosa 270€
45 Fiat 500 2045 Amarelo 275€
46 Fiat 500 2046 Azul 280€
47 Fiat 500 2047 Vermelho 285€
48 Fiat 500 2048 Verde 290€
49 Fiat 500 2049 Preto 295€
50 Fiat 500 2050 Branco 300€
51 Fiat 500 2051 Cinzento 305€
52 Fiat 500 2052 Castanho 310€
53 Fiat 500 2053 Laranja 315€
54 Fiat 500 2054 Roxo 320€
55 Fiat 500 2055 Rosa 325€
56 Fiat 500 2056 Amarelo 330€
57 Fiat 500 2057 Azul 335€
58 Fiat 500 2058 Vermelho 340€
59 Fiat 500 2059 Verde 345€
60 Fiat 500 2060 Preto 350€
61 Fiat 500 2061 Branco 355€
62 Fiat 500 2062 Cinzento 360€
63 Fiat 500 2063 Castanho 365€
64 Fiat 500 2064 Laranja 370€
65 Fiat 500 2065 Roxo 375€
66 Fiat 500 2066 Rosa 380€
67 Fiat 500 2067 Amarelo 385€
68 Fiat 500 2068 Azul 390€
69 Fiat 500 2069 Vermelho 395€
70 Fiat 500 2070 Verde 400€
71 Fiat 500 2071 Preto 405€
72 Fiat 500 2072 Branco 410€
73 Fiat 500 2073 Cinzento 415€
74 Fiat 500 2074 Castanho 420€
75 Fiat 500 2075 Laranja 425€
76 Fiat 500 2076 Roxo 430€
77 Fiat 500 2077 Rosa 435€
78 Fiat 500 2078 Amarelo 440€
79 Fiat 500 2079 Azul 445€
80 Fiat 500 2080 Vermelho 450€
81 Fiat 500 2081 Verde 455€
82 Fiat 500 2082 Preto 460€
83 Fiat 500 2083 Branco 465€
84 Fiat 500 2084 Cinzento 470€
85 Fiat 500 2085 Castanho 475€
86 Fiat 500 2086 Laranja 480€
87 Fiat 500 2087 Roxo 485€
88 Fiat 500 2088 Rosa 490€
89 Fiat 500 2089 Amarelo 495€
90 Fiat 500 2090 Azul 500€
91 Fiat 500 2091 Vermelho 505€
92 Fiat 500 2092 Verde 510€
93 Fiat 500 2093 Preto 515€
94 Fiat 500 2094 Branco 520€
95 Fiat 500 2095 Cinzento 525€
96 Fiat 500 2096 Castanho 530€
97 Fiat 500 2097 Laranja 535€
98 Fiat 500 2098 Roxo 540€
99 Fiat 500 2099 Rosa 545€
100 Fiat 500 2100 Amarelo 550€
101 Fiat 500 2101 Azul 555€
102 a b 2 A 1€ cv
